,TaskId,ResourceId
186,187,27
187,188,28
188,189,37
189,190,33
190,191,30
191,192,26
192,193,35
193,194,36
194,195,28
195,196,34
196,197,29
197,198,30
198,199,27
199,200,31
200,201,32
201,202,33
202,203,31
203,204,26
204,205,28
205,206,34
206,207,29
207,208,31
208,209,26
209,210,28
210,211,27
211,212,36
212,213,30
213,214,33
214,215,37
215,216,28
216,217,26
217,218,31
218,219,32
219,220,33
220,221,34
221,222,38
222,223,29
223,224,39
224,225,35
225,226,42
226,227,40
227,228,36
228,229,37
229,230,31
230,231,28
231,232,35
232,233,26
233,234,30
234,235,29
235,236,34
236,237,36
237,238,41
238,239,38
239,240,26
240,241,27
241,242,39
242,243,31
243,244,33
244,245,29
245,246,R08
246,247,35
247,248,27
248,249,30
249,250,36
250,251,28
251,252,34
252,253,39
253,254,40
254,255,42
255,256,30
256,257,38
257,258,33
258,259,32
259,260,29
260,261,35
261,262,26
262,263,31
263,264,28
264,265,37
265,266,26
266,267,30
267,268,33
268,269,31
269,270,29
270,271,36
271,272,27
272,273,28
273,274,26
274,275,39
275,276,31
276,277,28
277,278,29
278,279,30
279,280,33
280,281,26
281,282,36
282,283,38
283,284,31
284,285,27
285,286,37
286,287,29
287,288,26
288,289,34
289,290,28
290,291,38
291,292,36
292,293,33
293,294,31
294,295,30
295,296,40
296,297,34
297,298,41
298,299,42
299,300,29
300,301,32
301,302,26
302,303,27
303,304,28
304,305,30
305,306,31
306,307,R10
307,308,29
308,309,33
309,310,26
310,311,34
311,312,31
312,313,42
313,314,36
314,315,30
315,316,32
316,317,28
317,318,33
318,319,29
319,320,31
320,321,26
321,322,R09
322,323,34
323,324,27
324,325,30
325,326,31
326,327,28
327,328,37
328,329,30
329,330,38
330,331,26
331,332,33
332,333,28
333,334,39
334,335,29
335,336,36
336,337,40
337,338,R54A
338,339,37
339,340,30
340,341,27
341,342,31
342,343,32
343,344,28
344,345,R11
345,346,41
346,347,38
347,348,26
348,349,39
349,350,34
350,351,34
351,352,29
352,353,33
353,354,36
354,355,37
355,356,41
356,357,42
357,358,28
358,359,31
359,360,33
360,361,29
361,362,42
362,363,31
363,364,30
364,365,26
365,366,27
366,367,R61
367,368,28
368,369,40
369,370,33
370,371,36
371,372,38
372,373,R18
373,374,39
374,375,R12
375,376,26
376,377,35
377,378,41
378,379,28
379,380,R13
380,381,R08
381,382,31
382,383,34
383,384,30
384,385,26
385,386,33
386,387,32
387,388,37
388,389,29
389,390,31
390,391,29
391,392,33
392,393,28
393,394,26
394,395,30
395,396,26
396,397,40
397,398,31
398,399,33
399,400,37
400,401,34
401,402,30
402,403,31
403,404,28
404,405,26
405,406,29
406,407,33
407,408,27
408,409,R08
409,410,R12
410,411,35
411,412,38
412,413,41
413,414,32
414,415,42
415,416,31
416,417,30
417,418,26
418,419,29
419,420,39
420,421,28
421,422,34
422,423,33
423,424,30
424,425,26
425,426,34
426,427,30
427,428,31
428,429,29
429,430,36
430,431,28
431,432,37
432,433,33
433,434,R45B
434,435,26
435,436,29
436,437,30
437,438,31
438,439,34
439,440,28
440,441,26
441,442,30
442,443,29
443,444,31
444,445,28
445,446,26
446,447,27
447,448,33
448,449,30
449,450,26
450,451,34
451,452,32
452,453,31
453,454,R08
454,455,38
455,456,35
456,457,42
457,458,39
458,459,41
459,460,33
460,461,28
461,462,36
462,463,40
463,464,29
464,465,37
465,466,34
466,467,31
467,468,36
468,469,30
469,470,41
470,471,29
471,472,27
472,473,28
473,474,29
474,475,31
475,476,35
476,477,33
477,478,26
478,479,26
479,480,37
480,481,40
481,482,30
482,483,38
483,484,39
484,485,42
485,486,34
486,487,29
487,488,32
488,489,31
489,490,28
490,491,R08
491,492,R54A
492,493,30
493,494,R09
494,495,33
495,496,26
496,497,R21
497,498,R23
498,499,R12
499,500,28
500,501,31
501,502,33
502,503,29
503,504,30
504,505,26
505,506,28
506,507,31
507,508,29
508,509,30
509,510,33
510,511,28
511,512,41
512,513,35
513,514,31
514,515,34
515,516,26
516,517,36
517,518,29
518,519,42
519,520,37
520,521,33
521,522,39
522,523,27
523,524,38
524,525,28
525,526,31
526,527,32
527,528,29
528,529,36
529,530,26
530,531,30
531,532,31
532,533,34
533,534,33
534,535,28
535,536,35
536,537,29
537,538,30
538,539,26
539,540,33
540,541,R65
541,542,26
542,543,33
543,544,26
544,545,28
545,546,30
546,547,29
547,548,28
548,549,34
549,550,R12
550,551,33
551,552,37
552,553,35
553,554,31
554,555,29
555,556,R48
556,557,39
557,558,26
558,559,28
559,560,30
560,561,40
561,562,38
562,563,34
563,564,33
564,565,41
565,566,29
566,567,27
567,568,35
568,569,28
569,570,42
570,571,33
571,572,32
572,573,36
573,574,31
574,575,26
575,576,38
576,577,37
577,578,39
578,579,31
579,580,40
580,581,30
581,582,28
582,583,29
583,584,34
584,585,35
585,586,R56
586,587,26
587,588,33
588,589,37
589,590,30
590,591,34
591,592,28
592,593,36
593,594,33
594,595,29
595,596,31
596,597,36
597,598,31
598,599,32
599,600,R66
600,601,26
601,602,41
602,603,35
603,604,30
604,605,27
605,606,28
606,607,R15
607,608,33
608,609,38
609,610,34
610,611,29
611,612,42
612,613,26
613,614,39
614,615,R09
615,616,26
616,617,27
617,618,28
618,619,32
619,620,31
620,621,40
621,622,26
622,623,R08
623,624,30
624,625,28
625,626,33
626,627,29
627,628,28
628,629,26
629,630,27
630,631,30
631,632,29
632,633,35
633,634,28
634,635,26
635,636,36
636,637,33
637,638,31
638,639,37
639,640,32
640,641,41
641,642,39
642,643,30
643,644,40
644,645,34
645,646,33
646,647,42
647,648,28
648,649,26
649,650,29
650,651,31
651,652,41
652,653,35
653,654,27
654,655,28
655,656,30
656,657,29
657,658,30
658,659,33
659,660,26
660,661,31
661,662,29
662,663,28
663,664,27
664,665,34
665,666,35
666,667,26
667,668,31
668,669,30
669,670,33
670,671,37
671,672,32
672,673,29
673,674,40
674,675,35
675,676,36
676,677,28
677,678,33
678,679,39
679,680,26
680,681,31
681,682,30
682,683,35
683,684,34
684,685,27
685,686,38
686,687,42
687,688,28
688,689,26
689,690,32
690,691,31
691,692,30
692,693,33
693,694,37
694,695,36
695,696,29
696,697,39
697,698,34
698,699,41
699,700,30
700,701,35
701,702,28
702,703,26
703,704,29
704,705,28
705,706,33
706,707,41
707,708,40
708,709,30
709,710,26
710,711,R12
711,712,28
712,713,36
713,714,R60
714,715,38
715,716,R08
716,717,30
717,718,31
718,719,R17
719,720,37
720,721,26
721,722,42
722,723,29
723,724,35
724,725,R50B
725,726,28
726,727,R52
727,728,32
728,729,34
729,730,27
730,731,31
731,732,31
732,733,29
733,734,26
734,735,30
735,736,28
736,737,33
737,738,32
738,739,28
739,740,26
740,741,29
741,742,31
742,743,26
743,744,36
744,745,33
745,746,28
746,747,34
747,748,37
748,749,30
749,750,39
750,751,35
751,752,31
752,753,29
753,754,40
754,755,38
755,756,26
756,757,32
757,758,R09
758,759,33
759,760,27
760,761,28
761,762,30
762,763,34
763,764,37
764,765,29
765,766,31
766,767,29
767,768,34
768,769,26
769,770,33
770,771,30
771,772,28
772,773,41
773,774,35
774,775,31
775,776,40
776,777,29
777,778,26
778,779,36
779,780,30
780,781,33
781,782,34
782,783,27
783,784,28
784,785,34
785,786,28
786,787,41
787,788,30
788,789,33
789,790,29
790,791,26
791,792,36
792,793,42
793,794,37
794,795,32
795,796,27
796,797,39
797,798,38
798,799,31
799,800,33
800,801,28
801,802,29
802,803,34
803,804,35
804,805,R49
805,806,36
806,807,37
807,808,30
808,809,33
809,810,39
810,811,34
811,812,26
812,813,31
813,814,30
814,815,38
815,816,28
816,817,36
817,818,R23
818,819,33
819,820,29
820,821,35
821,822,26
822,823,30
823,824,39
824,825,42
825,826,31
826,827,41
827,828,28
828,829,28
829,830,35
830,831,36
831,832,R14
832,833,26
833,834,37
834,835,33
835,836,29
836,837,40
837,838,R22
838,839,27
839,840,38
840,841,28
841,842,32
842,843,39
843,844,R08
844,845,R12
845,846,26
846,847,34
847,848,31
848,849,29
849,850,27
850,851,30
851,852,32
852,853,26
853,854,33
854,855,28
855,856,29
856,857,26
857,858,30
858,859,32
859,860,26
860,861,29
861,862,37
862,863,30
863,864,35
864,865,28
865,866,34
866,867,29
867,868,31
868,869,40
869,870,36
870,871,38
871,872,26
872,873,42
873,874,33
874,875,R08
875,876,R12
876,877,34
877,878,R14
878,879,39
879,880,41
880,881,28
881,882,30
882,883,27
883,884,33
884,885,37
885,886,35
886,887,31
887,888,36
888,889,29
889,890,26
890,891,31
891,892,33
892,893,28
893,894,30
894,895,34
895,896,35
896,897,R12
897,898,26
898,899,29
899,900,36
900,901,33
901,902,28
902,903,30
903,904,31
904,905,29
905,906,34
906,907,40
907,908,30
908,909,26
909,910,31
910,911,29
911,912,27
912,913,28
913,914,35
914,915,R08
915,916,R16
916,917,26
917,918,31
918,919,33
919,920,39
920,921,38
921,922,34
922,923,35
923,924,30
924,925,41
925,926,27
926,927,28
927,928,R17
928,929,36
929,930,36
930,931,R18
931,932,32
932,933,37
933,934,R20
934,935,42
935,936,39
936,937,27
937,938,38
938,939,29
939,940,35
940,941,26
941,942,34
942,943,33
943,944,32
944,945,41
945,946,40
946,947,42
947,948,28
948,949,31
949,950,29
950,951,30
951,952,36
952,953,37
953,954,38
954,955,30
955,956,40
956,957,32
957,958,33
958,959,31
959,960,28
960,961,35
961,962,42
962,963,R22
963,964,34
964,965,R08
965,966,29
966,967,26
967,968,28
968,969,27
969,970,33
970,971,33
971,972,30
972,973,31
973,974,26
974,975,28
975,976,29
976,977,34
977,978,35
978,979,26
979,980,29
980,981,30
981,982,34
982,983,28
983,984,29
984,985,30
985,986,27
986,987,37
987,988,40
988,989,41
989,990,31
990,991,27
991,992,R08
992,993,39
993,994,42
994,995,26
995,996,31
996,997,32
997,998,33
998,999,28
999,1000,29
1000,1001,34
1001,1002,35
1002,1003,36
1003,1004,30
1004,1005,38
1005,1006,26
1006,1007,37
1007,1008,28
1008,1009,29
1009,1010,33
1010,1011,32
1011,1012,R20
1012,1013,29
1013,1014,34
1014,1015,30
1015,1016,36
1016,1017,26
1017,1018,32
1018,1019,31
1019,1020,33
1020,1021,27
1021,1022,39
1022,1023,30
1023,1024,28
1024,1025,R45
1025,1026,35
1026,1027,28
1027,1028,26
1028,1029,33
1029,1030,31
1030,1031,29
1031,1032,26
1032,1033,37
1033,1034,29
1034,1035,27
1035,1036,35
1036,1037,41
1037,1038,31
1038,1039,28
1039,1040,R65
1040,1041,33
1041,1042,35
1042,1043,42
1043,1044,R08
1044,1045,34
1045,1046,30
1046,1047,36
1047,1048,28
1048,1049,38
1049,1050,27
1050,1051,40
1051,1052,32
1052,1053,39
1053,1054,R44
1054,1055,26
1055,1056,33
1056,1057,30
1057,1058,34
1058,1059,36
1059,1060,39
1060,1061,31
1061,1062,26
1062,1063,30
1063,1064,34
1064,1065,29
1065,1066,28
1066,1067,35
1067,1068,31
1068,1069,41
1069,1070,27
1070,1071,33
1071,1072,28
1072,1073,38
1073,1074,34
1074,1075,37
1075,1076,42
1076,1077,35
1077,1078,31
1078,1079,32
1079,1080,40
1080,1081,26
1081,1082,29
1082,1083,30
1083,1084,R15
1084,1085,33
1085,1086,36
1086,1087,R08
1087,1088,27
1088,1089,30
1089,1090,31
1090,1091,28
1091,1092,33
1092,1093,26
1093,1094,29
1094,1095,26
1095,1096,29
1096,1097,30
1097,1098,37
1098,1099,38
1099,1100,35
1100,1101,34
1101,1102,28
1102,1103,31
1103,1104,33
1104,1105,26
1105,1106,27
1106,1107,36
1107,1108,29
1108,1109,30
1109,1110,34
1110,1111,37
1111,1112,33
1112,1113,35
1113,1114,39
1114,1115,26
1115,1116,32
1116,1117,28
1117,1118,40
1118,1119,41
1119,1120,42
1120,1121,30
1121,1122,37
1122,1123,31
1123,1124,26
1124,1125,29
1125,1126,33
1126,1127,28
1127,1128,30
1128,1129,33
1129,1130,30
1130,1131,28
1131,1132,28
1132,1133,34
1133,1134,36
1134,1135,26
1135,1136,29
1136,1137,31
1137,1138,26
1138,1139,33
1139,1140,35
1140,1141,30
1141,1142,30
1142,1143,31
1143,1144,34
1144,1145,35
1145,1146,36
1146,1147,29
1147,1148,28
1148,1149,31
1149,1150,33
1150,1151,34
1151,1152,30
1152,1153,36
1153,1154,37
1154,1155,26
1155,1156,28
1156,1157,32
1157,1158,40
1158,1159,41
1159,1160,31
1160,1161,27
1161,1162,39
1162,1163,42
1163,1164,34
1164,1165,35
1165,1166,33
1166,1167,29
1167,1168,26
1168,1169,30
1169,1170,R09
1170,1171,37
1171,1172,35
1172,1173,38
1173,1174,28
1174,1175,37
1175,1176,30
1176,1177,34
1177,1178,29
1178,1179,28
1179,1180,26
1180,1181,36
1181,1182,34
1182,1183,38
1183,1184,31
1184,1185,35
1185,1186,28
1186,1187,41
1187,1188,27
1188,1189,40
1189,1190,26
1190,1191,37
1191,1192,33
1192,1193,32
1193,1194,31
1194,1195,R08
1195,1196,30
1196,1197,39
1197,1198,28
1198,1199,R10
1199,1200,26
1200,1201,30
1201,1202,R12
1202,1203,42
1203,1204,34
1204,1205,26
1205,1206,29
1206,1207,R25
1207,1208,30
1208,1209,33
1209,1210,28
1210,1211,28
1211,1212,39
1212,1213,28
1213,1214,31
1214,1215,29
1215,1216,30
1216,1217,35
1217,1218,33
1218,1219,36
1219,1220,26
1220,1221,38
1221,1222,34
1222,1223,27
1223,1224,40
1224,1225,41
1225,1226,37
1226,1227,29
1227,1228,42
1228,1229,R08
1229,1230,33
1230,1231,31
1231,1232,32
1232,1233,28
1233,1234,26
1234,1235,34
1235,1236,35
1236,1237,29
1237,1238,31
1238,1239,28
1239,1240,30
1240,1241,33
1241,1242,26
1242,1243,35
1243,1244,29
1244,1245,33
1245,1246,31
1246,1247,36
1247,1248,30
1248,1249,34
1249,1250,35
1250,1251,28
1251,1252,26
1252,1253,29
1253,1254,37
1254,1255,34
1255,1256,31
1256,1257,36
1257,1258,26
1258,1259,33
1259,1260,28
1260,1261,34
1261,1262,35
1262,1263,31
1263,1264,30
1264,1265,27
1265,1266,39
1266,1267,29
1267,1268,26
1268,1269,32
1269,1270,33
1270,1271,31
1271,1272,41
1272,1273,38
1273,1274,36
1274,1275,40
1275,1276,42
1276,1277,30
1277,1278,34
1278,1279,26
1279,1280,28
1280,1281,35
1281,1282,37
1282,1283,37
1283,1284,29
1284,1285,26
1285,1286,R08
1286,1287,R10
1287,1288,34
1288,1289,28
1289,1290,29
1290,1291,37
1291,1292,30
1292,1293,35
1293,1294,28
1294,1295,27
1295,1296,38
1296,1297,32
1297,1298,31
1298,1299,27
1299,1300,41
1300,1301,42
1301,1302,36
1302,1303,35
1303,1304,26
1304,1305,29
1305,1306,39
1306,1307,33
1307,1308,31
1308,1309,30
1309,1310,34
1310,1311,30
1311,1312,40
1312,1313,28
1313,1314,26
1314,1315,33
1315,1316,26
1316,1317,40
1317,1318,R09
1318,1319,30
1319,1320,31
1320,1321,29
1321,1322,30
1322,1323,28
1323,1324,31
1324,1325,30
1325,1326,33
1326,1327,42
1327,1328,34
1328,1329,26
1329,1330,29
1330,1331,31
1331,1332,28
1332,1333,37
1333,1334,41
1334,1335,R08
1335,1336,38
1336,1337,36
1337,1338,33
1338,1339,32
1339,1340,R10
1340,1341,33
1341,1342,26
1342,1343,35
1343,1344,29
1344,1345,28
1345,1346,37
1346,1347,27
1347,1348,39
1348,1349,34
1349,1350,30
1350,1351,26
1351,1352,31
1352,1353,29
1353,1354,28
1354,1355,31
1355,1356,33
1356,1357,30
1357,1358,34
1358,1359,30
1359,1360,28
1360,1361,26
1361,1362,29
1362,1363,35
1363,1364,31
1364,1365,28
1365,1366,35
1366,1367,29
1367,1368,31
1368,1369,29
1369,1370,28
1370,1371,26
1371,1372,30
1372,1373,36
1373,1374,R55
1374,1375,31
1375,1376,26
1376,1377,R08
1377,1378,40
1378,1379,27
1379,1380,34
1380,1381,38
1381,1382,28
1382,1383,30
1383,1384,41
1384,1385,35
1385,1386,33
1386,1387,37
1387,1388,36
1388,1389,32
1389,1390,29
1390,1391,41
1391,1392,26
1392,1393,28
1393,1394,31
1394,1395,31
1395,1396,30
1396,1397,29
1397,1398,33
1398,1399,28
1399,1400,34
1400,1401,36
1401,1402,30
1402,1403,R63
1403,1404,R11
1404,1405,R13
1405,1406,R14
1406,1407,R16
1407,1408,R15
1408,1409,R17
1409,1410,R45B
1410,1411,R12
1411,1412,R21
1412,1413,R18
1413,1414,42
1414,1415,39
1415,1416,R61
1416,1417,R10
1417,1418,38
1418,1419,35
1419,1420,29
1420,1421,26
1421,1422,27
1422,1423,32
1423,1424,30
1424,1425,31
1425,1426,33
1426,1427,28
1427,1428,26
1428,1429,28
1429,1430,28
1430,1431,36
1431,1432,26
1432,1433,41
1433,1434,27
1434,1435,31
1435,1436,29
1436,1437,36
1437,1438,31
1438,1439,38
1439,1440,33
1440,1441,31
1441,1442,33
1442,1443,33
1443,1444,28
